id	user	date	date_kind	lon	lat	accuracy	url	title	user_id	had_coord_entry
37249190	Cccefalon	2011:05:09 11:38:15	taken	105.852388	21.030725		https://commons.wikimedia.org/?curid=37249190	File:Hanoi Vietnam Temple-of-the-Jade-Mountain-01.jpg	1544168	no
40535728	Cccefalon	2011:05:10 10:41:13	taken	105.840260	21.035217		https://commons.wikimedia.org/?curid=40535728	File:Hanoi Vietnam Đoan-môn-01.jpg	1544168	no
40536676	Cccefalon	2011:05:11 08:38:44	taken	105.821353	21.020238		https://commons.wikimedia.org/?curid=40536676	File:Hanoi Vietnam Shops-in-Hanoi-02.jpg	1544168	no
49382729	Cccefalon	2011:05:11 09:40:49	taken	105.851268	21.031569		https://commons.wikimedia.org/?curid=49382729	File:Hanoi Vietnam Houses-in-Hoàn-Kiếm-District-01.jpg	1544168	no
49559249	Cccefalon	2011:05:10 08:46:51	taken	105.832651	21.035591		https://commons.wikimedia.org/?curid=49559249	File:Hanoi Vietnam Ho-Chi-Minh-Museum-01.jpg	1544168	no
49576877	Cccefalon	2011:05:10 08:52:06	taken	105.832651	21.035591		https://commons.wikimedia.org/?curid=49576877	File:Hanoi Vietnam Ho-Chi-Minh-Museum-02.jpg	1544168	no
49577421	Cccefalon	2011:05:10 09:45:25	taken	105.834641	21.036747		https://commons.wikimedia.org/?curid=49577421	File:Hanoi Vietnam Mausoleum-of-Ho-Chi-Minh-03.jpg	1544168	no
49606754	Cccefalon	2011:05:09 11:04:48	taken	105.853365	21.031695		https://commons.wikimedia.org/?curid=49606754	File:Hanoi Vietnam Shrine-at-Hoàn-Kiếm-Lake-01.jpg	1544168	no
88564363	The Squirrel Conspiracy	4 December 2007 (original upload date)	taken	105.834700	21.036700		https://commons.wikimedia.org/?curid=88564363	File:Ho Chi Minh Mausoleum in Hanoi front left.jpg	5239564	no
40536628	Cccefalon	2011:05:11 09:19:43	taken	105.821353	21.020238		https://commons.wikimedia.org/?curid=40536628	File:Hanoi Vietnam Shops-in-Hanoi-01.jpg	1544168	no
